"Date","Price","Open","High","Low","Vol.","Change %"
"10/27/2022","8.5957","8.6725","8.7904","8.5444","","-0.24%"
"10/26/2022","8.6162","8.5188","8.6777","8.4521","","0.69%"
"10/25/2022","8.5572","8.6187","8.6213","8.4829","","-0.48%"
"10/24/2022","8.5982","8.7520","8.7597","8.5470","","-1.41%"
"10/21/2022","8.7212","8.6854","8.8340","8.5393","","0.18%"
"10/20/2022","8.7059","8.5982","8.7674","8.5828","","0.95%"
"10/19/2022","8.6238","8.7597","8.8417","8.5700","","-0.97%"
"10/18/2022","8.7084","8.7904","8.7930","8.5367","","-1.34%"
"10/17/2022","8.8263","8.8904","8.9929","8.7699","","0.15%"
"10/14/2022","8.8135","9.1749","9.2133","8.7904","","-3.64%"
"10/13/2022","9.1467","9.1287","9.2876","8.8571","","1.13%"
"10/12/2022","9.0441","9.1800","9.2184","9.0031","","-2.08%"
"10/11/2022","9.2364","9.5465","9.5746","9.2082","","-3.94%"
"10/10/2022","9.6157","9.2005","9.7335","9.1851","","6.56%"
"10/07/2022","9.0236","9.0800","9.1902","8.9493","","0.14%"
"10/06/2022","9.0108","9.2210","9.2594","8.9621","","-2.55%"
"10/05/2022","9.2466","9.3773","9.4286","9.1723","","-0.11%"
"10/04/2022","9.2569","9.3517","9.4926","9.2030","","-0.99%"
"10/03/2022","9.3491","9.5541","9.6208","9.3158","","-1.03%"
"09/30/2022","9.4465","9.2210","9.6925","9.1595","","2.82%"
"09/29/2022","9.1877","9.3158","9.3722","9.1108","","-0.77%"
"09/28/2022","9.2594","8.8904","9.2748","8.8366","","3.64%"
"09/27/2022","8.9339","8.8878","9.1569","8.8596","","1.57%"
"09/26/2022","8.7956","9.0083","9.0467","8.7597","","-2.55%"
"09/23/2022","9.0262","9.3491","9.3594","8.9955","","-3.32%"
"09/22/2022","9.3363","9.3004","9.4516","9.1441","","0.78%"
"09/21/2022","9.2645","9.0775","9.4209","8.9493","","1.12%"
"09/20/2022","9.1620","8.5367","9.1851","8.5085","","7.62%"
